id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
3447,Detroit,0,389.97,3,Central,qexty,Consumer,tshirts,Standard Class,9263,35.0973,01-10-2019,48227,Michigan,01-10-2019
3448,Miami,0.2,37.376,8,South,kariox,Consumer,television,Standard Class,7314,7.4752,01-10-2019,33178,Florida,01-10-2019
3449,Santa Barbara,0,31.05,3,West,kariox,Corporate,tablet,First Class,9914,14.904,01-10-2019,93101,California,01-10-2019
3450,Santa Barbara,0.2,362.136,3,West,qexty,Corporate,tshirts,First Class,9913,-54.3204,01-10-2019,93101,California,01-10-2019
3451,Fort Lauderdale,0.45,957.5775,5,South,qexty,Consumer,hoodies,Standard Class,4,-383.031,01-10-2019,33311,Florida,01-10-2019
3452,Jacksonville,0.2,1801.632,6,South,kariox,Consumer,laptop,Standard Class,5186,-337.806,01-10-2019,32216,Florida,01-10-2019
3453,Detroit,0.1,269.91,5,Central,kariox,Consumer,battery,Standard Class,9264,53.982,01-10-2019,48227,Michigan,01-10-2019
3454,San Francisco,0,45.36,7,West,kariox,Corporate,phone,First Class,4719,21.7728,01-10-2019,94109,California,01-10-2019
3455,Chicago,0.2,8.016,3,Central,kariox,Consumer,television,Standard Class,6833,1.002,01-10-2019,60610,Illinois,01-10-2019
3456,Phoenix,0.2,23.344,2,West,fynota,Corporate,chocolates,Second Class,7628,-1.459,01-11-2019,85023,Arizona,01-11-2019
3457,Phoenix,0.2,325.632,6,West,kariox,Corporate,battery,Second Class,7627,28.4928,01-11-2019,85023,Arizona,01-11-2019
3458,Lawrence,0,393.54,3,Central,fynota,Consumer,chocolates,Second Class,6678,165.2868,01-11-2019,46226,Indiana,01-11-2019
3459,Lawrence,0,19.75,5,Central,kariox,Consumer,battery,Second Class,6677,5.135,01-11-2019,46226,Indiana,01-11-2019
3460,Lawrence,0,83.9,2,Central,fynota,Consumer,sweets,Second Class,6676,22.653,01-11-2019,46226,Indiana,01-11-2019
3461,Lawrence,0,10.92,6,Central,kariox,Consumer,television,Second Class,6675,4.914,01-11-2019,46226,Indiana,01-11-2019
3462,Port Arthur,0.2,439.992,1,Central,fynota,Corporate,fastfood,Second Class,4287,164.997,01-11-2019,77642,Texas,01-11-2019
3463,Port Arthur,0.32,246.1328,2,Central,qexty,Corporate,pants,Second Class,4285,-76.0116,01-11-2019,77642,Texas,01-11-2019
3464,Phoenix,0.2,16.52,5,West,kariox,Corporate,tablet,Second Class,7629,5.369,01-11-2019,85023,Arizona,01-11-2019
3465,Las Vegas,0,141.96,2,West,qexty,Consumer,pants,Standard Class,3369,41.1684,01-11-2019,89115,Nevada,01-11-2019
3466,Newark,0.2,15.88,5,East,kariox,Consumer,charger,Second Class,179,-3.7715,01-11-2019,43055,Ohio,01-11-2019
3467,Newark,0.3,396.802,7,East,qexty,Consumer,tshirts,Second Class,178,-11.3372,01-11-2019,43055,Ohio,01-11-2019
3468,San Francisco,0,32.04,3,West,qexty,Consumer,shorts,Standard Class,9502,8.01,01-11-2019,94109,California,01-11-2019
3469,San Diego,0,50.12,4,West,kariox,Corporate,tablet,First Class,9062,23.5564,01-11-2019,92024,California,01-11-2019
3470,San Diego,0.2,89.696,4,West,kariox,Corporate,headset,First Class,9061,33.636,01-11-2019,92024,California,01-11-2019
3471,Port Arthur,0.2,11.696,2,Central,kariox,Corporate,tablet,Second Class,4286,3.9474,01-11-2019,77642,Texas,01-11-2019
3472,Las Vegas,0.2,66.048,4,West,kariox,Consumer,headset,Standard Class,3370,23.1168,01-11-2019,89115,Nevada,01-11-2019
3473,Fort Worth,0.8,1.696,2,Central,kariox,Corporate,headset,Standard Class,8766,-2.544,01-11-2019,76106,Texas,01-11-2019
3474,Philadelphia,0.4,110.97,5,East,fynota,Consumer,colddrinks,Standard Class,8182,-24.0435,01-11-2019,19120,Pennsylvania,01-11-2019
3475,Cambridge,0,17.12,4,East,kariox,Home Office,television,Second Class,8745,4.9648,01-11-2019,2138,Massachusetts,01-11-2019
3476,Aurora,0.7,9.612,6,West,kariox,Consumer,headset,Second Class,7996,-7.3692,01-11-2019,80013,Colorado,01-11-2019
3477,Hialeah,0.5,32.985,3,South,fynota,Consumer,sweets,First Class,5759,-1.9791,01-11-2019,33012,Florida,01-11-2019
3478,Los Angeles,0,33.63,3,West,kariox,Consumer,laptop,Second Class,4808,10.089,01-11-2019,90008,California,01-11-2019
3479,Los Angeles,0,42.8,10,West,kariox,Consumer,phone,Second Class,4807,19.26,01-11-2019,90008,California,01-11-2019
3480,Los Angeles,0,37.94,2,West,kariox,Consumer,phone,Second Class,4806,18.2112,01-11-2019,90008,California,01-11-2019
3481,Memphis,0.2,55.104,6,South,kariox,Consumer,lighting,Standard Class,3650,18.5976,01-11-2019,38109,Tennessee,01-11-2019
3482,Memphis,0.7,2.946,2,South,kariox,Consumer,headset,Standard Class,3649,-2.0622,01-11-2019,38109,Tennessee,01-11-2019
3483,Frisco,0.2,27.168,4,Central,fynota,Home Office,chocolates,Standard Class,2748,-1.3584,01-11-2019,75034,Texas,01-11-2019
3484,Quincy,0,14.94,3,East,kariox,Consumer,phone,Standard Class,2153,7.0218,01-11-2019,2169,Massachusetts,01-11-2019
3485,San Antonio,0.3,206.962,2,Central,qexty,Home Office,hoodies,Standard Class,1751,-32.5226,01-11-2019,78207,Texas,01-11-2019
3486,Fort Worth,0.8,2.544,3,Central,kariox,Home Office,headset,Standard Class,16,-3.816,01-11-2019,76106,Texas,01-11-2019
3487,Fort Worth,0.8,68.81,5,Central,kariox,Home Office,battery,Standard Class,15,-123.858,01-11-2019,76106,Texas,01-11-2019
3488,Monroe,0.2,18.176,1,South,qexty,Consumer,shorts,First Class,9286,4.7712,01-11-2019,28110,North Carolina,01-11-2019
3489,Fort Worth,0.8,7.98,5,Central,kariox,Corporate,headset,Standard Class,8768,-13.167,01-11-2019,76106,Texas,01-11-2019
3490,Fort Worth,0.8,24.588,3,Central,kariox,Corporate,battery,Standard Class,8767,-67.617,01-11-2019,76106,Texas,01-11-2019
3491,Fort Worth,0.2,5.344,2,Central,kariox,Corporate,television,Standard Class,8765,0.7348,01-11-2019,76106,Texas,01-11-2019
3492,Philadelphia,0.4,1252.704,8,East,qexty,Consumer,hoodies,Standard Class,8181,-480.2032,01-11-2019,19120,Pennsylvania,01-11-2019
3493,Philadelphia,0.7,11.61,2,East,kariox,Consumer,headset,Standard Class,1706,-9.288,01-11-2019,19120,Pennsylvania,01-11-2019
3494,New York City,0,11.52,4,East,kariox,Corporate,television,Standard Class,841,3.3408,01-11-2019,10035,New York,01-11-2019
3495,Aurora,0.7,4.896,3,West,kariox,Consumer,headset,Second Class,7994,-3.4272,01-11-2019,80013,Colorado,01-11-2019
3496,Seattle,0,141.96,2,West,qexty,Home Office,shorts,Second Class,3698,22.7136,01-11-2019,98115,Washington,01-11-2019
3497,Oklahoma City,0,1323.9,5,Central,qexty,Consumer,tshirts,Standard Class,8010,383.931,01-11-2019,73120,Oklahoma,01-11-2019
3498,Oklahoma City,0,106.32,3,Central,kariox,Consumer,phone,Standard Class,8009,49.9704,01-11-2019,73120,Oklahoma,01-11-2019
3499,Oklahoma City,0,541.24,4,Central,kariox,Consumer,laptop,Standard Class,8008,5.4124,01-11-2019,73120,Oklahoma,01-11-2019
3500,San Diego,0,36.6,3,West,qexty,Consumer,shorts,Standard Class,5848,15.372,01-11-2019,92105,California,01-11-2019
3501,San Diego,0.2,225.568,2,West,qexty,Consumer,tshirts,Standard Class,5847,2.8196,01-11-2019,92105,California,01-11-2019
3502,San Diego,0,32.4,5,West,kariox,Consumer,phone,Standard Class,5846,15.552,01-11-2019,92105,California,01-11-2019
3503,Las Vegas,0,31.08,4,West,kariox,Corporate,battery,Standard Class,6996,8.3916,01-11-2019,89115,Nevada,01-11-2019
3504,San Diego,0,777.21,7,West,kariox,Consumer,laptop,Standard Class,5845,54.4047,01-11-2019,92105,California,01-11-2019
3505,San Diego,0,304.9,5,West,kariox,Consumer,laptop,Standard Class,5843,6.098,01-11-2019,92105,California,01-11-2019
3506,San Diego,0.2,415.968,4,West,fynota,Consumer,colddrinks,Standard Class,5842,51.996,01-11-2019,92105,California,01-11-2019
3507,Chicago,0.2,40.92,5,Central,kariox,Consumer,charger,Second Class,4421,3.069,01-11-2019,60610,Illinois,01-11-2019
3508,San Diego,0,18.9,3,West,kariox,Corporate,tablet,First Class,7442,8.694,01-11-2019,92105,California,01-11-2019
3509,Chicago,0.6,34.504,2,Central,qexty,Corporate,shorts,Standard Class,6796,-15.5268,01-11-2019,60610,Illinois,01-11-2019
3510,Chicago,0.2,239.976,3,Central,fynota,Corporate,colddrinks,Standard Class,6795,26.9973,01-11-2019,60610,Illinois,01-11-2019
3511,Cambridge,0,59.94,3,East,kariox,Home Office,phone,Second Class,8746,28.1718,01-11-2019,2138,Massachusetts,01-11-2019
3512,San Diego,0,80.96,4,West,qexty,Consumer,shorts,Standard Class,5844,29.1456,01-11-2019,92105,California,01-11-2019
3513,New York City,0.2,5.984,2,East,kariox,Consumer,headset,Standard Class,7952,2.244,01-11-2019,10035,New York,01-11-2019
3514,New York City,0,861.76,4,East,fynota,Consumer,colddrinks,Standard Class,7953,249.9104,01-11-2019,10035,New York,01-11-2019
3515,New York City,0,60.45,3,East,kariox,Corporate,television,Standard Class,840,16.3215,01-11-2019,10035,New York,01-11-2019
3516,Philadelphia,0.3,344.372,4,East,qexty,Home Office,tshirts,Standard Class,7917,-93.4724,01-11-2019,19140,Pennsylvania,01-11-2019
3517,Miami,0.2,290.352,3,South,qexty,Consumer,pants,Standard Class,7140,-36.294,01-11-2019,33180,Florida,01-11-2019
3518,Miami,0.7,62.88,4,South,kariox,Consumer,headset,Standard Class,7139,-50.304,01-11-2019,33180,Florida,01-11-2019
3519,Miami,0.2,17.44,2,South,kariox,Consumer,laptop,Standard Class,7138,1.308,01-11-2019,33180,Florida,01-11-2019
3520,Miami,0.7,7.23,5,South,kariox,Consumer,headset,Standard Class,7137,-5.784,01-11-2019,33180,Florida,01-11-2019
3521,Dallas,0.4,479.988,2,Central,fynota,Corporate,sweets,Standard Class,6952,55.9986,01-11-2019,75217,Texas,01-11-2019
3522,Marion,0.2,141.552,3,East,kariox,Consumer,laptop,Standard Class,6283,-26.541,01-11-2019,43302,Ohio,01-11-2019
3523,Marion,0.2,63.824,2,East,qexty,Consumer,shorts,Standard Class,6282,9.5736,01-11-2019,43302,Ohio,01-11-2019
3524,Seattle,0,13.98,2,West,fynota,Home Office,chocolates,Standard Class,6247,6.0114,01-11-2019,98105,Washington,01-11-2019
3525,Seattle,0,22.14,3,West,qexty,Home Office,shorts,Standard Class,6246,6.4206,01-11-2019,98105,Washington,01-11-2019
3526,Seattle,0,119.04,6,West,kariox,Home Office,television,Standard Class,6245,30.9504,01-11-2019,98105,Washington,01-11-2019
3527,San Francisco,0.2,24.192,9,West,kariox,Home Office,headset,Standard Class,5901,7.56,01-11-2019,94122,California,01-11-2019
3528,Oakland,0.2,572.16,3,West,qexty,Consumer,tshirts,Standard Class,4060,35.76,01-11-2019,94601,California,01-11-2019
3529,Oakland,0.2,72.744,7,West,fynota,Consumer,colddrinks,Standard Class,4059,-15.4581,01-11-2019,94601,California,01-11-2019
3530,New York City,0,19.65,3,East,kariox,Consumer,phone,Standard Class,2133,9.039,01-11-2019,10011,New York,01-11-2019
3531,Los Angeles,0,19.46,7,West,kariox,Home Office,television,Standard Class,1071,5.0596,01-11-2019,90008,California,01-11-2019
3532,New York City,0.2,186.048,4,East,qexty,Corporate,pants,Standard Class,842,9.3024,01-11-2019,10035,New York,01-11-2019
3533,Aurora,0.7,145.764,6,West,qexty,Consumer,pants,Second Class,7995,-247.7988,01-11-2019,80013,Colorado,01-11-2019
3534,San Antonio,0.2,335.52,4,Central,kariox,Corporate,phone,Standard Class,1547,117.432,01-11-2019,78207,Texas,01-11-2019
3535,Everett,0,154.9,5,East,kariox,Home Office,phone,Second Class,7674,69.705,01-11-2019,2149,Massachusetts,01-11-2019
3536,San Antonio,0.2,27.056,2,Central,kariox,Corporate,laptop,Standard Class,1549,2.3674,01-11-2019,78207,Texas,01-11-2019
3537,Dearborn,0,161.82,9,Central,kariox,Corporate,television,Standard Class,626,46.9278,01-12-2019,48126,Michigan,01-11-2019
3538,Dearborn,0,523.48,4,Central,kariox,Corporate,laptop,Standard Class,625,130.87,01-12-2019,48126,Michigan,01-11-2019
3539,Dearborn,0.1,555.21,5,Central,kariox,Corporate,battery,Standard Class,624,178.901,01-12-2019,48126,Michigan,01-11-2019
3540,Dearborn,0,301.96,2,Central,qexty,Corporate,tshirts,Standard Class,623,87.5684,01-12-2019,48126,Michigan,01-11-2019
3541,Columbus,0.2,3.008,2,East,kariox,Consumer,lighting,Standard Class,9556,0.564,01-12-2019,43229,Ohio,01-11-2019
3542,Columbus,0.2,71.12,5,East,qexty,Consumer,shorts,Standard Class,9555,9.779,01-12-2019,43229,Ohio,01-11-2019
3543,San Francisco,0,45.28,4,West,kariox,Consumer,battery,First Class,9330,15.3952,01-11-2019,94110,California,01-11-2019
3544,Detroit,0,19.92,4,Central,kariox,Corporate,phone,Standard Class,1081,9.3624,01-12-2019,48227,Michigan,01-11-2019
3545,Las Cruces,0,8.28,2,West,kariox,Home Office,television,Standard Class,9127,3.4776,01-12-2019,88001,New Mexico,01-11-2019
3546,New York City,0,62.24,8,East,kariox,Corporate,watch,Standard Class,6217,29.2528,01-12-2019,10035,New York,01-11-2019
3547,New York City,0,68.16,3,East,qexty,Corporate,shorts,Standard Class,6216,27.9456,01-12-2019,10035,New York,01-11-2019
3548,Freeport,0,322.59,3,East,qexty,Consumer,shorts,Standard Class,4147,64.518,01-12-2019,11520,New York,01-11-2019
3549,Champaign,0.6,151.96,5,Central,qexty,Consumer,shorts,Standard Class,3865,-182.352,01-12-2019,61821,Illinois,01-11-2019
3550,Chicago,0.2,647.904,6,Central,fynota,Corporate,colddrinks,Standard Class,258,56.6916,01-12-2019,60623,Illinois,01-11-2019
3551,Chicago,0.2,53.92,5,Central,kariox,Corporate,laptop,Standard Class,257,4.044,01-12-2019,60623,Illinois,01-11-2019
3552,Chicago,0.2,82.368,2,Central,kariox,Corporate,laptop,Standard Class,256,-19.5624,01-12-2019,60623,Illinois,01-11-2019
3553,Austin,0.2,335.52,4,Central,kariox,Consumer,phone,Standard Class,8820,117.432,01-12-2019,78745,Texas,01-11-2019
3554,Detroit,0,1106.91,9,Central,qexty,Corporate,tshirts,Standard Class,1082,121.7601,01-12-2019,48227,Michigan,01-11-2019
3555,Allen,0.2,21.48,3,Central,fynota,Consumer,chocolates,First Class,1567,-0.2685,01-11-2019,75002,Texas,01-11-2019
3556,Allen,0.8,8.784,4,Central,kariox,Consumer,headset,First Class,1568,-13.6152,01-11-2019,75002,Texas,01-11-2019
3557,Chicago,0.2,21.488,2,Central,kariox,Corporate,laptop,Standard Class,6794,1.6116,01-11-2019,60610,Illinois,01-11-2019
3558,Durham,0.2,98.352,3,South,kariox,Consumer,battery,First Class,8194,9.8352,01-12-2019,27707,North Carolina,01-11-2019
3559,Durham,0.7,6.048,7,South,kariox,Consumer,headset,First Class,8193,-4.2336,01-12-2019,27707,North Carolina,01-11-2019
3560,Jacksonville,0.2,17.088,2,South,qexty,Corporate,shorts,First Class,7754,1.068,01-12-2019,28540,North Carolina,01-11-2019
3561,Las Vegas,0,25.92,4,West,kariox,Consumer,phone,Second Class,7656,12.4416,01-12-2019,89115,Nevada,01-11-2019
3562,Las Vegas,0,80.96,4,West,qexty,Consumer,shorts,Second Class,7655,29.1456,01-12-2019,89115,Nevada,01-11-2019
3563,New York City,0.2,681.408,12,East,qexty,Consumer,pants,Standard Class,6926,42.588,01-12-2019,10035,New York,01-11-2019
3564,New York City,0,23.66,7,East,kariox,Consumer,phone,Standard Class,6925,10.8836,01-12-2019,10035,New York,01-11-2019
3565,Raleigh,0.2,177.48,3,South,fynota,Consumer,colddrinks,Standard Class,6405,19.9665,01-12-2019,27604,North Carolina,01-11-2019
3566,Henderson,0,71.88,2,South,kariox,Home Office,watch,Second Class,4380,32.346,01-12-2019,42420,Kentucky,01-11-2019
3567,Henderson,0,17.48,2,South,kariox,Home Office,watch,Second Class,4379,8.2156,01-12-2019,42420,Kentucky,01-11-2019
3568,Austin,0.8,3.882,3,Central,kariox,Home Office,headset,Second Class,2923,-5.823,01-12-2019,78745,Texas,01-11-2019
3569,Philadelphia,0.4,94.92,4,East,fynota,Consumer,colddrinks,Standard Class,2136,15.82,01-12-2019,19134,Pennsylvania,01-11-2019
3570,Philadelphia,0.2,10.584,7,East,kariox,Consumer,lighting,Standard Class,2135,-2.3814,01-12-2019,19134,Pennsylvania,01-11-2019
3571,Philadelphia,0.7,152.991,3,East,kariox,Consumer,headset,Standard Class,2134,-122.3928,01-12-2019,19134,Pennsylvania,01-11-2019
3572,Santa Ana,0,56.3,2,West,kariox,Home Office,television,First Class,4176,15.764,01-11-2019,92704,California,01-11-2019
3573,San Francisco,0.2,4.304,1,West,kariox,Home Office,headset,Same Day,3441,1.5602,01-11-2019,94122,California,01-11-2019
3574,Chicago,0.6,12.132,9,Central,qexty,Corporate,shorts,Standard Class,255,-8.4924,01-12-2019,60623,Illinois,01-11-2019
3575,San Antonio,0.8,23.912,2,Central,kariox,Corporate,headset,Standard Class,1548,-40.6504,01-11-2019,78207,Texas,01-11-2019
3576,Everett,0.3,446.068,4,East,qexty,Home Office,hoodies,Second Class,7675,0,01-11-2019,2149,Massachusetts,01-11-2019
3577,Everett,0,170.98,1,East,qexty,Home Office,pants,Second Class,7672,32.4862,01-11-2019,2149,Massachusetts,01-11-2019
3578,Los Angeles,0,454.86,7,West,kariox,Consumer,laptop,Standard Class,4119,54.5832,01-11-2019,90036,California,01-11-2019
3579,Los Angeles,0,19.44,3,West,kariox,Consumer,phone,Standard Class,4118,9.3312,01-11-2019,90036,California,01-11-2019
3580,Los Angeles,0.2,3.168,2,West,kariox,Consumer,headset,Standard Class,4117,0.99,01-11-2019,90036,California,01-11-2019
3581,Los Angeles,0,14.7,5,West,kariox,Consumer,television,Standard Class,1779,6.615,01-11-2019,90004,California,01-11-2019
3582,Los Angeles,0,368.91,9,West,kariox,Consumer,phone,Standard Class,1778,180.7659,01-11-2019,90004,California,01-11-2019
3583,Los Angeles,0,79.76,4,West,qexty,Consumer,shorts,Standard Class,66,22.3328,01-11-2019,90004,California,01-11-2019
3584,Los Angeles,0,146.73,3,West,kariox,Consumer,phone,Standard Class,65,68.9631,01-11-2019,90004,California,01-11-2019
3585,Los Angeles,0.2,91.392,8,West,kariox,Consumer,headset,Standard Class,4120,29.7024,01-11-2019,90036,California,01-11-2019
3586,Los Angeles,0.2,25.824,6,West,kariox,Consumer,headset,Standard Class,64,9.3612,01-11-2019,90004,California,01-11-2019
3587,Wilmington,0,38.88,6,East,kariox,Consumer,phone,Second Class,8819,18.6624,01-11-2019,19805,Delaware,01-11-2019
3588,Wilmington,0,16.56,2,East,kariox,Consumer,watch,Second Class,8818,7.7832,01-11-2019,19805,Delaware,01-11-2019
3589,Wilmington,0,13.12,4,East,kariox,Consumer,television,Second Class,8817,5.6416,01-11-2019,19805,Delaware,01-11-2019
3590,Wilmington,0,44.1,6,East,kariox,Consumer,phone,Second Class,8816,20.727,01-11-2019,19805,Delaware,01-11-2019
3591,Durham,0.2,335.744,2,South,qexty,Consumer,shorts,First Class,8195,25.1808,01-12-2019,27707,North Carolina,01-11-2019
3592,Morristown,0,17.94,3,East,kariox,Consumer,television,Second Class,7581,4.485,01-11-2019,7960,New Jersey,01-11-2019
3593,Morristown,0,2625.12,8,East,kariox,Consumer,battery,Second Class,7580,735.0336,01-11-2019,7960,New Jersey,01-11-2019
3594,Los Angeles,0,13.98,2,West,fynota,Consumer,chocolates,Standard Class,63,6.1512,01-11-2019,90004,California,01-11-2019
3595,Wilmington,0.2,13.12,5,South,kariox,Consumer,television,Standard Class,2095,1.476,01-11-2019,28403,North Carolina,01-11-2019
3596,Leominster,0,14.73,3,East,kariox,Corporate,headset,Standard Class,2029,6.9231,01-11-2019,1453,Massachusetts,01-11-2019
3597,Leominster,0,104.9,5,East,kariox,Corporate,laptop,Standard Class,2030,25.176,01-11-2019,1453,Massachusetts,01-11-2019
3598,Everett,0,259.98,2,East,fynota,Home Office,chocolates,Second Class,7671,88.3932,01-11-2019,2149,Massachusetts,01-11-2019
3599,Everett,0,59.94,3,East,kariox,Home Office,phone,Second Class,7670,28.1718,01-11-2019,2149,Massachusetts,01-11-2019
3600,Everett,0,40.08,6,East,kariox,Home Office,phone,Second Class,7669,19.2384,01-11-2019,2149,Massachusetts,01-11-2019
3601,Philadelphia,0.4,748.752,8,East,fynota,Home Office,colddrinks,Standard Class,5187,-162.2296,01-12-2019,19140,Pennsylvania,01-11-2019
3602,Los Angeles,0,113.82,3,West,kariox,Home Office,phone,Standard Class,4339,53.4954,01-12-2019,90049,California,01-11-2019
3603,Los Angeles,0,107.97,3,West,fynota,Home Office,chocolates,Standard Class,4338,22.6737,01-12-2019,90049,California,01-11-2019
3604,New York City,0,29.79,3,East,kariox,Consumer,television,Standard Class,3794,12.5118,01-12-2019,10024,New York,01-11-2019
3605,Newark,0,104.97,3,East,fynota,Corporate,chocolates,First Class,3064,7.3479,01-11-2019,19711,Delaware,01-11-2019
3606,Newark,0,83.97,3,East,fynota,Corporate,colddrinks,First Class,3063,23.5116,01-11-2019,19711,Delaware,01-11-2019
3607,Fayetteville,0,6.24,2,South,kariox,Home Office,headset,Standard Class,962,3.0576,01-12-2019,72701,Arkansas,01-11-2019
3608,Lake Elsinore,0.2,283.92,5,West,qexty,Consumer,tshirts,Standard Class,800,17.745,01-12-2019,92530,California,01-11-2019
